citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Brouwers, N., Matusick, G., Ruthrof, K., Lyons, T., & Hardy, G. (2013). Landscape-scale assessment of tree crown dieback following extreme drought and heat in a Mediterranean eucalypt forest ecosystem. Landscape Ecology, 28(1), 69–80. https://doi.org/10.1007/s10980-012-9815-3",Landscape-scale assessment of tree crown dieback following extreme drought and heat in a Mediterranean eucalypt forest ecosystem,10.1007/s10980-012-9815-3,2013,Northern Jarrah Forest,South and/or Southwestern Australia,Trees,Drought,Condition,Species,Corymbia calophylla,D,,,,,8,4,4,1,6,1,12
"Camarero, J. J., Franquesa, M., & Sangüesa-Barreda, G. (2015). Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline. Forests, 6(5), Article 5. https://doi.org/10.3390/f6051576",Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline,10.3390/f6051576,2015,Holm oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth, Phenology",GrowthForm,Trees,D,,D,NL,,8,6,5,3,5,1,14
"Camarero, J. J., Franquesa, M., & Sangüesa-Barreda, G. (2015). Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline. Forests, 6(5), Article 5. https://doi.org/10.3390/f6051576",Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline,10.3390/f6051576,2015,Holm oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth, Phenology",Ecosystem,VegType: forest,D,,D,NL,,8,6,5,3,5,1,14
"Camarero, J. J., Franquesa, M., & Sangüesa-Barreda, G. (2015). Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline. Forests, 6(5), Article 5. https://doi.org/10.3390/f6051576",Timing of Drought Triggers Distinct Growth Responses in Holm Oak: Implications to Predict Warming-Induced Forest Defoliation and Growth Decline,10.3390/f6051576,2015,Holm oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth, Phenology",Species,Quercus ilex,D,,D,"D, NL",,8,6,5,3,5,1,14
"Camarero, J. J., Gazol, A., Sangüesa-Barreda, G., Oliva, J., & Vicente-Serrano, S. M. (2015). To die or not to die: Early warnings of tree dieback in response to a severe drought. Journal of Ecology, 103(1), 44–57. https://doi.org/10.1111/1365-2745.12295",To die or not to die: Early warnings of tree dieback in response to a severe drought,10.1111/1365-2745.12295,2015,Conifer forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,"D, NL",,,10,9,6,6,6,1,19
"Camarero, J. J., Gazol, A., Sangüesa-Barreda, G., Oliva, J., & Vicente-Serrano, S. M. (2015). To die or not to die: Early warnings of tree dieback in response to a severe drought. Journal of Ecology, 103(1), 44–57. https://doi.org/10.1111/1365-2745.12295",To die or not to die: Early warnings of tree dieback in response to a severe drought,10.1111/1365-2745.12295,2015,Conifer forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,"D, NL",,,10,9,6,6,6,1,19
"Camarero, J. J., Gazol, A., Sangüesa-Barreda, G., Oliva, J., & Vicente-Serrano, S. M. (2015). To die or not to die: Early warnings of tree dieback in response to a severe drought. Journal of Ecology, 103(1), 44–57. https://doi.org/10.1111/1365-2745.12295",To die or not to die: Early warnings of tree dieback in response to a severe drought,10.1111/1365-2745.12295,2015,Conifer forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Abies alba,D,,"D, NL",,,10,9,6,6,6,1,19
"Camarero, J. J., Gazol, A., Sangüesa-Barreda, G., Oliva, J., & Vicente-Serrano, S. M. (2015). To die or not to die: Early warnings of tree dieback in response to a severe drought. Journal of Ecology, 103(1), 44–57. https://doi.org/10.1111/1365-2745.12295",To die or not to die: Early warnings of tree dieback in response to a severe drought,10.1111/1365-2745.12295,2015,Conifer forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus sylvestris,D,,"D, NL",,,10,9,6,6,6,1,19
"Camarero, J. J., Gazol, A., Sangüesa-Barreda, G., Oliva, J., & Vicente-Serrano, S. M. (2015). To die or not to die: Early warnings of tree dieback in response to a severe drought. Journal of Ecology, 103(1), 44–57. https://doi.org/10.1111/1365-2745.12295",To die or not to die: Early warnings of tree dieback in response to a severe drought,10.1111/1365-2745.12295,2015,Conifer forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus halepensis,D,,"D, NL",,,10,9,6,6,6,1,19
"Caminero, L., Génova, M., Camarero, J. J., & Sánchez-Salguero, R. (2018). Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests. Dendrochronologia, 48, 20–29. https://doi.org/10.1016/j.dendro.2018.01.006",Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests,10.1016/j.dendro.2018.01.006,2018,Temperate coniferous forest,Mediterranean Basin,Trees,"Drought, Climatic variation",Growth,GrowthForm,Trees,,,NL,,,9,10,6,6,6,1,19
"Caminero, L., Génova, M., Camarero, J. J., & Sánchez-Salguero, R. (2018). Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests. Dendrochronologia, 48, 20–29. https://doi.org/10.1016/j.dendro.2018.01.006",Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests,10.1016/j.dendro.2018.01.006,2018,Temperate coniferous forest,Mediterranean Basin,Trees,"Drought, Climatic variation",Growth,Ecosystem,VegType: forest,,,NL,,,9,10,6,6,6,1,19
"Caminero, L., Génova, M., Camarero, J. J., & Sánchez-Salguero, R. (2018). Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests. Dendrochronologia, 48, 20–29. https://doi.org/10.1016/j.dendro.2018.01.006",Growth responses to climate and drought at the southernmost European limit of Mediterranean Pinus pinaster forests,10.1016/j.dendro.2018.01.006,2018,Temperate coniferous forest,Mediterranean Basin,Trees,"Drought, Climatic variation",Growth,Species,Pinus pinaster,,,NL,,,9,10,6,6,6,1,19
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,GrowthForm,Trees,"D, NL",,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Ecosystem,VegType: forest,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Ecosystem,VegType: shrublands,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Ecosystem,VegType: grasslands,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Ecosystem,VegType: woodlands,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Ecosystem,VegType: hardwood forest,NL,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Pinus halepensis,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Pinus nigra,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Pinus sylvestris,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Pinus pinea,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Quercus spp.,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Quercus ilex,D,,,,,6,8,3,4,6,1,14
"Cardil, A., Vega-García, C., Ascoli, D., Molina-Terrén, D. M., Silva, C. A., & Rodrigues, M. (2019). How does drought impact burned area in Mediterranean vegetation communities? Science of The Total Environment, 693, 133603. https://doi.org/10.1016/j.scitotenv.2019.133603",How does drought impact burned area in Mediterranean vegetation communities?,10.1016/j.scitotenv.2019.133603,2019,"Evergreen sclerophyllous-leaved shrublands, semi-deciduous scrub, pine stands, grasslands and woodlands",Mediterranean Basin,"Trees, Shrubs, Graminoids","Drought, Fire",Condition,Species,Quercus suber,D,,,,,6,8,3,4,6,1,14
"Carnicer, J., Coll, M., Ninyerola, M., Pons, X., Sánchez, G., & Peñuelas, J. (2011). Widespread crown condition decline, food web disruption, and amplified tree mortality with increased climate change-type drought. Proceedings of the National Academy of Sciences, 108(4), 1474–1478. https://doi.org/10.1073/pnas.1010070108","Widespread crown condition decline, food web disruption, and amplified tree mortality with increased climate change-type drought",10.1073/pnas.1010070108,2011,Temperate/mixed coniferous forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,D,,,7,9,3,5,7,1,16
"Carnicer, J., Coll, M., Ninyerola, M., Pons, X., Sánchez, G., & Peñuelas, J. (2011). Widespread crown condition decline, food web disruption, and amplified tree mortality with increased climate change-type drought. Proceedings of the National Academy of Sciences, 108(4), 1474–1478. https://doi.org/10.1073/pnas.1010070108","Widespread crown condition decline, food web disruption, and amplified tree mortality with increased climate change-type drought",10.1073/pnas.1010070108,2011,Temperate/mixed coniferous forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,D,,,7,9,3,5,7,1,16
